internship_id,title,company,skills,location,category,stipend,duration,education,description
3934,Data Science PM Intern,Google,"JavaScript, DSA, C++, HTML, Django",Chandigarh,Data Science,14141,4 months,M.Tech,"Database Admin Intern: Learn business strategy, user empathy, and agile execution."
3935,Cybersecurity Intern,Dell,"Network Security, Python, Penetration Testing, Linux, Firewalls, OWASP, Git",Vadodara,E-Commerce,14104,1 year,PGDM,Web Developer Intern: Build scalable products and solve complex technical challenges.
3936,Logistics PM Intern,Infosys,"Python, TypeScript, Testing, Communication, DSA, Numpy, C++",Chandigarh,Logistics,80490,8 months,Diploma,Platform PM Intern: Present findings to senior stakeholders and PM leadership.
3937,Testing Intern,Dell,"Unit Testing, Integration Testing, Jest, Mocha, Testing Library",Nagpur,Education,32742,2 months,Undergraduate,Student Engagement Manager Intern: Work on live projects and impact thousands of users.
3938,Project Coordinator (PM),Accenture,"Express, Tailwind CSS, Algorithms, DSA, C++, Keras, Angular, DSA",Ahmedabad,E-Commerce,94686,3 months,BA,User Experience PM Intern: Participate in user research and help define next-gen features.
3939,Product Management Intern,Meesho,"Vue.js, Go, PostgreSQL, Git, C, DSA",Chennai,Media,77729,2 months,MBA,Customer Insights PM Intern: Work on live projects and impact thousands of users.
3940,Agile Product Manager Intern,Adobe,"Docker, DSA, Analytical Thinking, Bitbucket, C, Time Management, SQL, React",Chennai,SaaS,18525,3 months,BCA,Instructional Designer Intern: Participate in user research and help define next-gen features.
3941,Vue.js Developer Intern,Unacademy,"Vue.js, JavaScript, Vuex, HTML5, SCSS, DSA",Pune,EdTech,27182,5 months,BA,Customer Success PM Intern: Participate in user research and help define next-gen features.
3942,IoT Product Manager Intern,Uber,"DSA, DSA, Teamwork, Docker, SQLite, Java, PostgreSQL, SQL",Delhi,Hospitality,16135,2 months,Any Graduate,Government PM Intern: Work on live projects and impact thousands of users.
3943,ML Intern,HCL,"Python, Scikit-learn, TensorFlow, Pandas, Numpy, ML Algorithms, DSA, Git",Mysore,B2B,46973,4 months,BCA,Learning Data Analyst Intern: Collaborate with top-tier mentors and develop PM skillset.
3944,Marketing Product Manager Intern,Testbook,"HTML, Bootstrap, DSA, C++, React",Nagpur,E-Commerce,85242,12 weeks,PGDM,User Experience PM Intern: Assist in designing delightful user journeys for education and tech.
3945,Customer Insights PM Intern,WhiteHat Jr,"Integration Testing, C, CI/CD, DSA, Docker, Sass, MongoDB",Noida,SaaS,21677,12 weeks,Bachelor of Science,"Learning Data Analyst Intern: Learn business strategy, user empathy, and agile execution."
3946,Backend Developer Intern,Jio,"Java, Python, Node.js, Express, SQL, MongoDB, REST APIs, DSA, OOP, Git",Vadodara,Internet,57468,6 months,MCA,School Product Manager Intern: Assist in designing delightful user journeys for education and tech.
3947,Fintech PM Intern,Flipkart,"DSA, C++, Bitbucket, SQL, Problem Solving, OOP, Tailwind CSS, Docker",Ahmedabad,EdTech,30790,5 months,PhD,Platform Product Intern: Gain experience working with AI and cutting-edge tech teams.
3948,Compliance PM Intern,LinkedIn,"MongoDB, OOP, Bootstrap, GCP, C, Tailwind CSS, DSA",Gurugram,Data Science,15510,5 months,PGDM,EdTech Platform Intern: Work on live projects and impact thousands of users.
3949,Node.js Developer Intern,Chegg,"Node.js, Express, JavaScript, REST APIs, MongoDB, DSA, Git",Vizag,E-Commerce,78331,4 months,MCA,"Platform Strategy Product Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3950,B2B Product Manager Intern,Capgemini,"JIRA, GitHub, Object-Oriented Programming, C, DSA, GraphQL, Sass, WebSockets",Jaipur,SaaS,10246,4 months,Post Graduate,Gaming Product Manager Intern: Participate in user research and help define next-gen features.
3951,Assessment Platform PM Intern,Siemens,"Testing, Evaluation, Data Analytics, Report Writing",Gurugram,Media,15276,1 year,Any Graduate,Research Product Manager Intern: Participate in user research and help define next-gen features.
3952,Innovation Product Manager Intern,Zomato,"R, Data Structures, Unit Testing, DSA, Python, C++",Chandigarh,Consulting,53928,5 months,Diploma,Product Management Intern: Collaborate with top-tier mentors and develop PM skillset.
3953,Innovation Product Manager Intern,TCS,"Express, C, SQLite, DSA, JavaScript",Delhi,Logistics,63067,8 months,M.Tech,Agile Product Manager Intern: Gain experience working with AI and cutting-edge tech teams.
3954,Compliance PM Intern,Deloitte,"C, Docker, Sass, TypeScript, AWS, Shell Scripting, DSA",Mysore,Technology,63050,6 months,Undergraduate,Android Developer Intern: Participate in user research and help define next-gen features.
3955,Product Management Intern,Meta,"Python, DSA, Scrum, Linux, Communication",Gurugram,SaaS,34290,12 weeks,MCA,"Sustainability Product Manager Intern: Immerse in a collaborative, diverse and learning environment."
3956,Learning Experience Designer Intern,Zomato,"UX, Learning Psychology, Blended Learning, Analytics",Mysore,Automotive,94531,1 year,BBA,Solution PM Intern: Present findings to senior stakeholders and PM leadership.
3957,IoT Product Manager Intern,Wipro,"C++, SQLite, Agile, JavaScript, Kubernetes, React, DSA",Hyderabad,B2B,54018,6 months,B. Tech,Consumer Product Manager Intern: Assist in designing delightful user journeys for education and tech.
3958,Assessment Platform PM Intern,Vedantu,"Testing, Evaluation, Data Analytics, Report Writing",Mumbai,SaaS,80064,8 months,MBA,Mobile Product Manager Intern: Assist in designing delightful user journeys for education and tech.
3959,Data Product Manager Intern,Salesforce,"Jest, Python, DSA, Django, Jenkins",Vizag,Consulting,40665,4 months,Undergraduate,Web Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
3960,Java Developer Intern,Edureka,"Java, Spring Boot, MySQL, REST API, OOP, DSA, Maven, Git",Bhopal,Logistics,32225,1 year,MCA,EdTech Product Manager Intern: Gain experience working with AI and cutting-edge tech teams.
3961,E-Commerce PM Intern,Chegg,"HTML, DSA, Leadership, Python, API Integration, Git, Scrum, Scikit-learn",Bangalore,Data Science,94745,2 months,Undergraduate,Web Developer Intern: Participate in user research and help define next-gen features.
3962,Payments Product Manager Intern,Udemy,"Jest, C, DSA, Redis, Python",Gurugram,Data Science,60398,4 months,Integrated MSc,Database Admin Intern: Assist in designing delightful user journeys for education and tech.
3963,Testing Intern,WhiteHat Jr,"Unit Testing, Integration Testing, Jest, Mocha, Testing Library",Pune,Consulting,63694,2 months,Bachelor of Science,Marketing Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
3964,Python Developer Intern,Accenture,"Python, Flask, Django, Pandas, Numpy, DSA, Git",Pune,SaaS,53405,6 months,Any Postgraduate,"B2B Product Manager Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3965,Research Product Manager Intern,Nvidia,"JavaScript, DSA, React, Agile, TensorFlow, Testing",Indore,Consumer Tech,43701,1 year,PGDM,"Virtual Classroom PM Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3966,Data Product Manager Intern,Adobe,"Version Control, DSA, CI/CD, Flask, Java, GraphQL, Linux, Jest",Indore,B2B,81412,5 months,BCA,Payments Product Manager Intern: Participate in user research and help define next-gen features.
3967,Marketplace Product Intern,LinkedIn,"Algorithms, DSA, JavaScript, Kubernetes, Object-Oriented Programming, Tailwind CSS",Noida,Automotive,79320,1 year,PGDM,"Gaming Product Manager Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3968,UI/UX Designer Intern,Vedantu,"Figma, Adobe XD, Wireframing, Prototyping, HTML, CSS, Communication",Coimbatore,Healthcare,75375,12 weeks,MCA,Web Developer Intern: Assist in designing delightful user journeys for education and tech.
3969,Project Coordinator (PM),Dell,"Object-Oriented Programming, Problem Solving, ASP.NET, Algorithms, JavaScript, Bootstrap, DSA, Ruby",Pune,Hospitality,21962,6 months,BCA,Data Science PM Intern: Participate in user research and help define next-gen features.
3970,Platform Product Intern,Ola,"DSA, Shell Scripting, Scrum, GraphQL, C, ASP.NET",Bhopal,E-Commerce,48270,2 months,BCA,SaaS Product Manager Intern: Work on live projects and impact thousands of users.
3971,Business Analyst PM Intern,Flipkart,"Spring Boot, ASP.NET, JavaScript, Selenium, Kotlin, DSA, NLP",Hyderabad,Technology,55423,5 months,PGDM,"Solution PM Intern: Learn business strategy, user empathy, and agile execution."
3972,Android Developer Intern,Edureka,"Android, Java, Kotlin, XML, SQLite, DSA",Hyderabad,E-Commerce,17320,4 months,PGDM,Frontend Developer Intern: Present findings to senior stakeholders and PM leadership.
3973,Java Developer Intern,Salesforce,"Java, Spring Boot, MySQL, REST API, OOP, DSA, Maven, Git",Hyderabad,Automotive,36062,2 months,Integrated MSc,"QA Engineer Intern: Immerse in a collaborative, diverse and learning environment."
3974,Cloud Product Manager Intern,Chegg,"DSA, C, Azure, C++, API Integration",Indore,SaaS,43713,3 months,Any Postgraduate,Solution PM Intern: Gain experience working with AI and cutting-edge tech teams.
3975,Backend Developer Intern,SAP,"Java, Python, Node.js, Express, SQL, MongoDB, REST APIs, DSA, OOP, Git",Chandigarh,Hospitality,21721,4 months,Undergraduate,Mobile Product Manager Intern: Collaborate with top-tier mentors and develop PM skillset.
3976,Payments Product Manager Intern,Tech Mahindra,"ASP.NET, Object-Oriented Programming, OpenCV, Ruby, R, Keras, Java, DSA",Ahmedabad,Entertainment,64880,3 months,Any Postgraduate,Compliance PM Intern: Build scalable products and solve complex technical challenges.
3977,Entertainment PM Intern,KPMG,"Bootstrap, DSA, DSA, JavaScript, Ruby",Lucknow,SaaS,16021,12 weeks,Any Graduate,Marketplace Product Intern: Present findings to senior stakeholders and PM leadership.
3978,Compliance PM Intern,Dell,"DSA, Machine Learning, Python, Version Control, C, Docker, Object-Oriented Programming, DevOps",Chennai,E-Commerce,70690,8 months,Undergraduate,Junior PM Intern: Gain experience working with AI and cutting-edge tech teams.
3979,Learning Experience Designer Intern,Siemens,"UX, Learning Psychology, Blended Learning, Analytics",Mumbai,Consumer Tech,74177,8 months,Any Postgraduate,Growth Strategy PM Intern: Build scalable products and solve complex technical challenges.
3980,Sustainability Product Manager Intern,LinkedIn,"DSA, MongoDB, Python, GCP, JavaScript",Bhopal,Logistics,94101,1 year,PGDM,iOS Developer Intern: Participate in user research and help define next-gen features.
3981,Assessment Platform PM Intern,Siemens,"Testing, Evaluation, Data Analytics, Report Writing",Bhopal,Data Science,45160,12 weeks,Bachelor of Engineering,Game Developer Intern: Gain experience working with AI and cutting-edge tech teams.
3982,Vue.js Developer Intern,Tata,"Vue.js, JavaScript, Vuex, HTML5, SCSS, DSA",Noida,Data Science,48376,5 months,Diploma,Platform Product Intern: Participate in user research and help define next-gen features.
3983,SEO/SEM Product Manager Intern,MakeMyTrip,"DSA, C++, Jest, Java, Numpy",Delhi,Data Science,12842,5 months,Undergraduate,Learning Experience Designer Intern: Participate in user research and help define next-gen features.
3984,AR/VR Developer Intern,MakeMyTrip,"Unity, Unreal Engine, C#, Oculus SDK",Vadodara,Automotive,98573,2 months,Any Graduate,"Platform PM Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3985,Mobile App Product Intern,Uber,"C, SQLite, Python, DSA, NLP",Gurugram,E-Commerce,51328,6 months,BBA,"API Product Manager Intern: Learn business strategy, user empathy, and agile execution."
3986,Entertainment PM Intern,Tesla,"Version Control, DSA, Numerical Methods, Redis, Pandas, WebSockets, Java",Indore,Media,63027,8 months,MCA,Network Engineer Intern: Present findings to senior stakeholders and PM leadership.
3987,Software Engineer Intern,Spotify,"Java, Python, C++, C, DSA, OOP, Git",Vizag,Internet,17539,5 months,BBA,Social Impact PM Intern: Participate in user research and help define next-gen features.
3988,Social Impact PM Intern,Vedantu,"Algorithms, CI/CD, DSA, Python, WebSockets, SQL, Angular",Jaipur,Entertainment,37195,3 months,M.Tech,Learning Data Analyst Intern: Participate in user research and help define next-gen features.
3989,Consulting Product Manager Intern,TCS,"C, MySQL, SQL, Scikit-learn, Time Management, DSA",Jaipur,Consumer Tech,15994,5 months,Bachelor of Engineering,Travel Product Manager Intern: Assist in designing delightful user journeys for education and tech.
3990,Developer Platform PM Intern,Apple,"Sass, DSA, SQLite, GCP, Machine Learning, CSS, Python, C++",Vizag,FinTech,50774,5 months,BBA,"Business Analyst PM Intern: Learn business strategy, user empathy, and agile execution."
3991,IoT Product Manager Intern,SAP,"WebSockets, DSA, Redis, GCP, Java",Chandigarh,Data Science,83964,4 months,Any Postgraduate,"Python Developer Intern: Learn business strategy, user empathy, and agile execution."
3992,Marketing Product Manager Intern,Khan Academy,"SQLite, C++, Selenium, TensorFlow, API Integration, DSA",Delhi,Media,99997,3 months,Any Graduate,Solution PM Intern: Drive initiatives and contribute to roadmap decisions.
3993,Software Engineer Intern,Microsoft,"Java, Python, C++, C, DSA, OOP, Git",Mumbai,B2B,34676,8 months,Any Graduate,"EdTech Platform Intern: Learn business strategy, user empathy, and agile execution."
3994,Platform Product Intern,Tata,"Django, Java, DSA, JIRA, GCP, SQL",Jaipur,Data Science,11536,1 year,BCA,Operations Product Manager Intern: Present findings to senior stakeholders and PM leadership.
3995,SEO/SEM Product Manager Intern,Paytm,"GraphQL, Sass, Vue.js, DSA, Node.js, Numpy, JavaScript, Mocha",Mumbai,Healthcare,11221,12 weeks,PhD,AI Research PM Intern: Build scalable products and solve complex technical challenges.
3996,Embedded Systems Intern,Nvidia,"C, C++, Microcontrollers, Arduino, Sensors",Lucknow,Internet,43138,8 months,Any Graduate,"Learning Data Analyst Intern: Immerse in a collaborative, diverse and learning environment."
3997,ML Intern,Khan Academy,"Python, Scikit-learn, TensorFlow, Pandas, Numpy, ML Algorithms, DSA, Git",Vadodara,Education,55598,4 months,M.Tech,Customer Success PM Intern: Present findings to senior stakeholders and PM leadership.
3998,Government PM Intern,WhiteHat Jr,"DSA, WebSockets, Node.js, Sass, React, C++",Pune,Automotive,21453,5 months,Post Graduate,ML Intern: Collaborate with top-tier mentors and develop PM skillset.
3999,Student Engagement Manager Intern,Swiggy,"Outreach, Student Success, Analytics, Communication",Pune,Data Science,31335,4 months,Any Graduate,Software Engineer Intern: Participate in user research and help define next-gen features.
4000,Academic Research PM Intern,Tech Mahindra,"Education Research, Data Analysis, Paper Writing",Vadodara,Healthcare,29038,1 year,MBA,Software Engineer Intern: Build scalable products and solve complex technical challenges.
4001,Database Admin Intern,Zerodha,"MySQL, MongoDB, SQL, Backup, Replication, Git",Hyderabad,E-Commerce,12397,4 months,PGDM,"AI Research Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
4002,Learning Experience Designer Intern,Oracle,"UX, Learning Psychology, Blended Learning, Analytics",Coimbatore,Media,30104,2 months,MBA,Cloud Engineer Intern: Participate in user research and help define next-gen features.
